state,dtm_idp_ind,dtm_returnees_ind,month,round,acled_events,acled_fatalities,acled_actor1_n,acled_actor2_n,acled_event_types,wfp_avg_price,wfp_avg_usdprice,wfp_market_count,wfp_commodity_count,wb_gdp_growth_annual_pct,wb_inflation_annual_pct,wb_net_oda_pct_gni,wb_oil_rents_pct_gdp,population_2025,ipc_total_number,ipc_phase3plus_number,ipc_phase4_number,ipc_phase5_number,ipc_phase3plus_pct,ipc_phase4_pct,ipc_phase5_pct,from_date,to_date,snapshot_date,flood_affected_people,flood_displaced_people,days_since_flood_snapshot,flood_recent_available,idp_per_1000,returnees_per_1000,wfp_avg_usdprice_interp,wfp_market_count_interp,wfp_commodity_count_interp,flood_affected_people_model,flood_shock_dummy,dtm_idp_ind_lag1,dtm_returnees_ind_lag1,acled_events_lag1,acled_fatalities_lag1,wfp_avg_usdprice_lag1,wfp_market_count_lag1,wfp_commodity_count_lag1,model_variant,usable_for_model,flood_flag,period,acled_events_lag1_z,ipc_phase3plus_pct_z,wfp_avg_usdprice_lag1_z,flood_flag_z,csi_raw,csi_0_100,conflict_high,ipc_high,price_high,lagged_displacement_high,shock_count,regime
Northern Bahr el Ghazal,35465.0,,2024-09-01,R15,,,,,,15012.28642857143,4.925,5.0,25.0,,91.4408220769046,,,1035433.9499753125,965039.0,494000.0,191000.0,0.0,0.5118964104041391,0.1979194623222481,0.0,2024-09-01,2024-11-30,2022-11-30,251763.0,,641.0,1,34.25133974102895,,4.925,5.0,25.0,251763.0,1,32023.0,,3.0,9.0,6.731937984496124,5.0,35.0,wfp_only_predictor_interpolation,1,1,post_war,-0.5555422225040838,0.10579373530756116,-0.7888534203277596,1.5685399135238678,0.08248450149989639,46.82,False,False,False,False,1,stable
Unity,217031.0,110161.0,2019-03-01,R5,5.0,10.0,2.0,4.0,2.0,1575.3308333333334,10.19,2.0,16.0,,87.2413641500032,,,1212629.3677277465,886296.0,628637.0,138152.0,4780.0,0.7092856111276594,0.1558756893859388,0.0053932320579129,2019-02-01,2019-04-30,,,,,0,178.97554337371676,90.84474030710828,10.19,2.0,16.0,0.0,0,201385.0,82508.0,18.0,0.0,10.19,2.0,16.0,wfp_only_predictor_interpolation,1,0,pre_war,0.9068182239203152,1.4006155549698716,-0.45207831601661086,-0.627415965409547,0.3069848743660072,55.33,True,True,False,True,2,compound
Unity,247278.0,128782.0,2019-06-01,R6,4.0,1.0,1.0,1.0,1.0,1683.2727272727273,10.706363636363635,1.0,11.0,,87.2413641500032,,,1212629.3677277465,886296.0,660788.0,159138.0,9561.0,0.7455613023188641,0.1795540090443824,0.0107875924070513,2019-05-01,2019-07-31,,,,,0,203.91886142701244,106.20062768339082,10.706363636363635,1.0,11.0,0.0,0,217031.0,110161.0,5.0,10.0,10.19,2.0,16.0,wfp_only_predictor_interpolation,1,0,pre_war,-0.36056082964749725,1.6385746545839104,-0.45207831601661086,-0.627415965409547,0.049629885877563784,45.57,True,True,False,True,2,compound
Unity,247614.0,132875.0,2019-11-01,R7,3.0,2.0,2.0,2.0,2.0,496.75,3.1525000000000003,1.0,8.0,,87.2413641500032,,,1212629.3677277465,1059682.0,572585.0,99211.0,0.0,0.5403366292906739,0.0936233700298768,0.0,2019-09-01,2019-12-31,,,,,0,204.19594526560493,109.57593765767388,3.1525000000000003,1.0,8.0,0.0,0,247278.0,128782.0,4.0,1.0,10.706363636363635,1.0,11.0,wfp_only_predictor_interpolation,1,0,pre_war,-0.4580515260757905,0.2923541744565984,-0.4017904910096586,-0.627415965409547,-0.29872595200959945,32.36,False,True,False,True,1,structural
Unity,225963.0,170644.0,2020-03-01,R8,3.0,27.0,3.0,2.0,2.0,4769.373134328358,30.063432835820898,4.0,31.0,,29.6758435538572,,,1212629.3677277465,1059682.0,553632.0,83019.0,0.0,0.522451074945125,0.0783433143150492,0.0,2020-02-01,2020-04-30,,,,,0,186.34135541630073,140.72230521660282,30.063432835820898,4.0,31.0,0.0,0,247614.0,132875.0,3.0,2.0,3.1525000000000003,1.0,8.0,wfp_only_predictor_interpolation,1,0,pre_war,-0.5555422225040838,0.17502958963389223,-1.137449135268494,-0.627415965409547,-0.5363444333870582,23.35,False,True,False,True,1,structural
Unity,464393.0,,2023-04-01,R14,6.0,7.0,3.0,2.0,2.0,6699.52734375,7.9903125,3.0,30.0,,2.38280434813754,,,1212629.3677277465,1125769.0,868832.0,354216.0,7436.0,0.7717675651043864,0.3146435902925023,0.0066052627137538,2023-04-01,2023-07-31,2022-11-30,168128.0,,122.0,1,382.9636757603773,,7.9903125,3.0,30.0,168128.0,1,439361.0,138720.0,7.0,8.0,11.009756097560976,3.0,35.0,wfp_only_predictor_interpolation,1,1,post_war,-0.16557943679091072,1.8104809227187475,-0.3722435866138268,1.5685399135238678,0.7102994532094695,70.62,True,True,False,True,3,compound
Unity,416797.0,,2024-09-01,R15,3.0,3.0,3.0,2.0,1.0,19978.561860465117,6.554418604651162,3.0,22.0,,91.4408220769046,,,1212629.3677277465,1159541.0,703000.0,177000.0,0.0,0.6062743792586894,0.1526466075800683,0.0,2024-09-01,2024-11-30,2022-11-30,168128.0,,641.0,1,343.71343057689927,,6.554418604651162,3.0,22.0,168128.0,1,464393.0,,6.0,7.0,7.9903125,3.0,30.0,wfp_only_predictor_interpolation,1,1,post_war,-0.26307013321920397,0.7248886651231434,-0.6663023478422772,1.5685399135238678,0.3410140243963825,56.62,True,True,False,True,3,compound
Upper Nile,217144.0,217291.0,2019-03-01,R5,5.0,19.0,4.0,3.0,2.0,3507.05,22.685,1.0,10.0,,87.2413641500032,,,1692780.990204768,1033738.0,568338.0,99456.0,1016.0,0.5497892115797233,0.0962100648326752,0.0009828409132681,2019-02-01,2019-04-30,,,,,0,128.2764877775081,128.36332712698723,22.685,1.0,10.0,0.0,0,140562.0,60200.0,1.0,0.0,22.685,1.0,10.0,wfp_only_predictor_interpolation,1,0,pre_war,-0.7505236153606704,0.35436065584033993,0.7647896607581358,-0.627415965409547,-0.06469731604293541,41.24,False,True,True,False,2,compound
Upper Nile,180548.0,164068.0,2019-06-01,R6,3.0,5.0,2.0,2.0,2.0,3082.9166666666665,19.605833333333333,1.0,12.0,,87.2413641500032,,,1692780.990204768,1033738.0,574912.0,120322.0,0.0,0.5561486566228581,0.1163950633526096,0.0,2019-05-01,2019-07-31,,,,,0,106.65762496432566,96.92216592068029,19.605833333333333,1.0,12.0,0.0,0,217144.0,217291.0,5.0,19.0,22.685,1.0,10.0,wfp_only_predictor_interpolation,1,0,pre_war,-0.36056082964749725,0.39607696135559434,0.7647896607581358,-0.627415965409547,0.04322245676417147,45.33,True,True,True,True,3,compound
Upper Nile,215888.0,247203.0,2019-11-01,R7,3.0,0.0,2.0,2.0,2.0,,,,,,87.2413641500032,,,1692780.990204768,1377076.0,649446.0,142524.0,0.0,0.4716123147887263,0.1034975556904629,0.0,2019-09-01,2019-12-31,,,,,0,127.53451347175454,146.03365788630282,27.575960144927535,2.5,23.5,0.0,0,180548.0,164068.0,3.0,5.0,19.605833333333333,1.0,12.0,wfp_only_predictor_interpolation,1,0,pre_war,-0.5555422225040838,-0.15845945482141666,0.46491456577462986,-0.627415965409547,-0.2191257692401044,35.38,False,False,True,True,1,structural
Upper Nile,233814.0,289471.0,2020-03-01,R8,,,,,,5639.04347826087,35.546086956521734,4.0,35.0,,29.6758435538572,,,1692780.990204768,1377076.0,816097.0,234276.0,0.0,0.592630326866491,0.1701256865997228,0.0,2020-02-01,2020-04-30,,,,,0,138.12418815721497,171.0032199528564,35.546086956521734,4.0,35.0,0.0,0,215888.0,247203.0,3.0,0.0,27.575960144927535,2.5,23.5,wfp_only_predictor_interpolation,1,0,pre_war,-0.5555422225040838,0.6353872299824255,1.2411124119421209,-0.627415965409547,0.17338536350272887,50.27,False,True,True,True,2,compound
Upper Nile,243268.0,333217.0,2020-12-01,R10,6.0,7.0,6.0,3.0,3.0,5264.285714285715,30.173333333333332,2.0,30.0,,29.6758435538572,,,1692780.990204768,1459701.0,858000.0,224000.0,0.0,0.5877916093775369,0.1534560844994968,0.0,2020-12-01,2021-03-31,,,,,0,143.70908074208285,196.84590146519324,30.173333333333332,2.0,30.0,0.0,0,219012.0,312829.0,1.0,1.0,40.95702380952381,4.0,37.0,wfp_only_predictor_interpolation,1,0,pre_war,-0.7505236153606704,0.6036465017109991,2.544272705550072,-0.627415965409547,0.4424949066227134,60.47,False,True,True,True,2,compound
Upper Nile,249684.0,,2023-04-01,R14,15.0,13.0,11.0,5.0,4.0,4534.607708333334,5.407916666666666,5.0,31.0,,2.38280434813754,,,1692780.990204768,1525146.0,1014683.0,375170.0,0.0,0.6653022071329564,0.2459895642777806,0.0,2023-04-01,2023-07-31,2022-11-30,153436.0,,122.0,1,147.49929343771566,,5.407916666666666,5.0,31.0,153436.0,1,236806.0,389525.0,22.0,63.0,11.493663366336632,4.0,37.0,wfp_only_predictor_interpolation,1,1,post_war,1.2967810096334882,1.11209586399076,-0.3251166351050932,1.5685399135238678,0.9130750380107557,78.31,True,True,True,True,4,compound
Upper Nile,238410.0,,2024-09-01,R15,12.0,12.0,8.0,8.0,4.0,24014.49186440678,7.877966101694915,5.0,23.0,,91.4408220769046,,,1692780.990204768,1570900.0,898000.0,237000.0,10000.0,0.5716468266598765,0.1508689286396333,0.0063657775797313,2024-09-01,2024-11-30,2022-11-30,153436.0,,641.0,1,140.8392470021539,,7.877966101694915,5.0,23.0,153436.0,1,249684.0,,15.0,13.0,5.407916666666666,5.0,31.0,wfp_only_predictor_interpolation,1,1,post_war,0.6143461346354354,0.4977409260264691,-0.917797729430102,1.5685399135238678,0.4407073111889176,60.4,True,True,False,True,3,compound
Warrap,107766.0,16225.0,2019-03-01,R5,6.0,23.0,5.0,2.0,2.0,1917.9166666666667,12.4075,1.0,12.0,,87.2413641500032,,,1367155.750577215,1443023.0,632382.0,151420.0,0.0,0.4382341792195966,0.1049324924134958,0.0,2019-02-01,2019-04-30,,,,,0,78.8249619361225,11.867704168416642,12.4075,1.0,12.0,0.0,0,67061.0,686.0,2.0,11.0,12.4075,1.0,12.0,wfp_only_predictor_interpolation,1,0,pre_war,-0.653032918932377,-0.3774113431523873,-0.23611955343173674,-0.627415965409547,-0.47349494523151203,25.74,False,False,True,False,1,stable
Warrap,149387.0,26931.0,2019-06-01,R6,3.0,19.0,2.0,2.0,2.0,1650.076923076923,10.493076923076924,1.0,13.0,,87.2413641500032,,,1367155.750577215,1443023.0,745114.0,224959.0,0.0,0.5163562881534113,0.1558942580956783,0.0,2019-05-01,2019-07-31,,,,,0,109.26845747964605,19.698560305678186,10.493076923076924,1.0,13.0,0.0,0,107766.0,16225.0,6.0,23.0,12.4075,1.0,12.0,wfp_only_predictor_interpolation,1,0,pre_war,-0.26307013321920397,0.13504937341550707,-0.23611955343173674,-0.627415965409547,-0.24788906966124516,34.29,True,True,True,False,3,compound
Warrap,233198.0,26518.0,2019-11-01,R7,3.0,17.0,3.0,2.0,2.0,,,,,,87.2413641500032,,,1367155.750577215,1222397.0,264666.0,74235.0,0.0,0.2165139475964028,0.0607290430195754,0.0,2019-09-01,2019-12-31,,,,,0,170.57164108883967,19.396473290482124,23.53187179487179,1.0,14.0,0.0,0,149387.0,26931.0,3.0,19.0,10.493076923076924,1.0,13.0,wfp_only_predictor_interpolation,1,0,pre_war,-0.5555422225040838,-1.8318383974896322,-0.4225621413714142,-0.627415965409547,-0.8593396816936694,11.11,False,False,False,False,0,stable
Warrap,246697.0,41987.0,2020-03-01,R8,15.0,101.0,6.0,6.0,2.0,5801.7,36.57066666666666,1.0,15.0,,29.6758435538572,,,1367155.750577215,1222397.0,543108.0,150768.0,0.0,0.4442975563585316,0.1233379990297751,0.0,2020-02-01,2020-04-30,,,,,0,180.4454246678509,30.711204617522927,36.57066666666666,1.0,15.0,0.0,0,233198.0,26518.0,3.0,17.0,23.53187179487179,1.0,14.0,wfp_only_predictor_interpolation,1,0,pre_war,-0.5555422225040838,-0.3376371660871923,0.8472651443606356,-0.627415965409547,-0.16833255241004688,37.31,False,False,True,True,1,structural
Warrap,321874.0,56283.0,2020-12-01,R10,9.0,31.0,5.0,5.0,2.0,2543.181818181818,14.577272727272726,1.0,21.0,,29.6758435538572,,,1367155.750577215,1262488.0,647000.0,230000.0,0.0,0.5124801186229097,0.1821799494331827,0.0,2020-12-01,2021-03-31,,,,,0,235.43330733466487,41.167950305762325,14.577272727272726,1.0,21.0,0.0,0,287355.0,47614.0,2.0,3.0,16.0348,1.0,23.0,wfp_only_predictor_interpolation,1,0,pre_war,-0.653032918932377,0.10962270941156455,0.11713736630856249,-0.627415965409547,-0.26342220215544926,33.7,False,False,True,True,1,structural
Warrap,140920.0,,2023-04-01,R14,16.0,48.0,7.0,7.0,3.0,7911.148965517242,9.435862068965516,1.0,27.0,,2.38280434813754,,,1367155.750577215,1379259.0,885037.0,412894.0,0.0,0.6416757113783561,0.2993592936497061,0.0,2023-04-01,2023-07-31,2022-11-30,208133.0,,122.0,1,103.07530794534811,,9.435862068965516,1.0,27.0,208133.0,1,275871.0,272888.0,18.0,17.0,17.57,2.0,30.0,wfp_only_predictor_interpolation,1,1,post_war,0.9068182239203152,0.9571121966316463,0.2666480280088098,1.5685399135238678,0.9247795905211598,78.76,True,True,True,True,4,compound
Warrap,127176.0,,2024-09-01,R15,17.0,55.0,10.0,6.0,3.0,15792.9984,5.180600000000001,3.0,26.0,,91.4408220769046,,,1367155.750577215,1335405.0,525000.0,158000.0,0.0,0.3931391600301032,0.1183161662566786,0.0,2024-09-01,2024-11-30,2022-11-30,208133.0,,641.0,1,93.02232020477994,,5.180600000000001,3.0,26.0,208133.0,1,140920.0,,16.0,48.0,9.435862068965516,1.0,27.0,wfp_only_predictor_interpolation,1,1,post_war,0.7118368310637286,-0.6732229406998772,-0.525522597597005,1.5685399135238678,0.2704078015726785,53.94,True,False,False,False,2,compound
Western Bahr el Ghazal,139189.0,123363.0,2019-03-01,R5,5.0,39.0,2.0,2.0,2.0,1469.1818181818182,9.503636363636364,1.0,11.0,,87.2413641500032,,,716421.1299688689,562485.0,258587.0,73045.0,0.0,0.4597224814883952,0.1298612407441976,0.0,2019-02-01,2019-04-30,,,,,0,194.28377273859616,172.1934136774561,9.503636363636364,1.0,11.0,0.0,0,168875.0,94507.0,2.0,2.0,9.503636363636364,1.0,11.0,wfp_only_predictor_interpolation,1,0,pre_war,-0.653032918932377,-0.23645366895768077,-0.5189221679184576,-0.627415965409547,-0.5089561803045156,24.39,False,False,False,False,0,stable
Western Bahr el Ghazal,176662.0,162770.0,2019-06-01,R6,2.0,14.0,1.0,1.0,1.0,1345.5882352941176,8.557058823529411,1.0,17.0,,87.2413641500032,,,716421.1299688689,562485.0,281618.0,81256.0,0.0,0.5006675733575118,0.1444589633501337,0.0,2019-05-01,2019-07-31,,,,,0,246.58960018065991,227.1987706547306,8.557058823529411,1.0,17.0,0.0,0,139189.0,123363.0,5.0,39.0,9.503636363636364,1.0,11.0,wfp_only_predictor_interpolation,1,0,pre_war,-0.36056082964749725,0.03213548468335089,-0.5189221679184576,-0.627415965409547,-0.36869086957303776,29.71,True,False,False,False,1,conflict
Western Bahr el Ghazal,105465.0,180999.0,2019-11-01,R7,,,,,,1550.0,9.835714285714287,1.0,7.0,,87.2413641500032,,,716421.1299688689,646245.0,300811.0,50969.0,0.0,0.4654751680864069,0.0788694690094314,0.0,2019-09-01,2019-12-31,,,,,0,147.2109009467418,252.6433021425053,9.835714285714287,1.0,7.0,0.0,0,176662.0,162770.0,2.0,14.0,8.557058823529411,1.0,17.0,wfp_only_predictor_interpolation,1,0,pre_war,-0.653032918932377,-0.198717541036388,-0.6111078338720681,-0.627415965409547,-0.5225685648125951,23.88,False,False,False,True,0,structural
Western Bahr el Ghazal,50126.0,236987.0,2020-12-01,R10,3.0,4.0,2.0,1.0,3.0,3851.428571428571,22.075357142857143,1.0,27.0,,29.6758435538572,,,716421.1299688689,646729.0,189000.0,37000.0,0.0,0.2922398717237049,0.0572109801787147,0.0,2020-12-01,2021-03-31,,,,,0,69.9672272399031,330.79286761167685,22.075357142857143,1.0,27.0,0.0,0,64096.0,231582.0,1.0,1.0,22.80485714285714,1.0,33.0,wfp_only_predictor_interpolation,1,0,pre_war,-0.7505236153606704,-1.3350960300514936,0.7764623553504185,-0.627415965409547,-0.48414331386782317,25.33,False,False,True,False,1,stable
Western Bahr el Ghazal,29428.0,,2023-04-01,R14,1.0,0.0,1.0,0.0,1.0,7128.632307692308,8.501153846153846,1.0,24.0,,2.38280434813754,,,716421.1299688689,664156.0,316038.0,63432.0,0.0,0.4758490475129337,0.0955076819301489,0.0,2023-04-01,2023-07-31,2022-11-30,8767.0,,122.0,1,41.07639873949384,,8.501153846153846,1.0,24.0,8767.0,1,34353.0,277278.0,8.0,2.0,10.835625,1.0,31.0,wfp_only_predictor_interpolation,1,1,post_war,-0.06808874036261746,-0.1306675900422233,-0.3892019344635739,1.5685399135238678,0.2451454121638633,52.99,True,False,False,False,2,compound
Western Bahr el Ghazal,32232.0,,2024-09-01,R15,2.0,0.0,2.0,2.0,2.0,9601.3625,3.1505,1.0,20.0,,91.4408220769046,,,716421.1299688689,684081.0,256000.0,26000.0,0.0,0.3742246897662704,0.0380071950543868,0.0,2024-09-01,2024-11-30,2022-11-30,8767.0,,641.0,1,44.990297817431205,,3.1505,1.0,20.0,8767.0,1,29428.0,,1.0,0.0,8.501153846153846,1.0,24.0,wfp_only_predictor_interpolation,1,1,post_war,-0.7505236153606704,-0.7972969463455488,-0.6165523298072936,1.5685399135238678,-0.14895824449741119,38.04,False,False,False,False,1,stable
Western Equatoria,63589.0,155158.0,2019-06-01,R6,1.0,2.0,1.0,1.0,1.0,4556.666666666667,28.97888888888889,1.0,9.0,,87.2413641500032,,,997821.2487983624,790729.0,294087.0,45594.0,0.0,0.3719188242748147,0.0576607156181194,0.0,2019-05-01,2019-07-31,,,,,0,63.727847123498094,155.49678881548252,28.97888888888889,1.0,9.0,0.0,0,67778.0,126649.0,9.0,33.0,7.131818181818182,1.0,11.0,wfp_only_predictor_interpolation,1,0,pre_war,0.029401956065675815,-0.8124228242588252,-0.7499097303183495,-0.627415965409547,-0.5400866409802615,23.21,True,False,False,False,1,conflict
Western Equatoria,64027.0,149394.0,2019-11-01,R7,1.0,1.0,1.0,1.0,1.0,370.0,2.3485714285714288,1.0,7.0,,87.2413641500032,,,997821.2487983624,861331.0,88359.0,9052.0,0.0,0.1025842562267003,0.0105093163952069,0.0,2019-09-01,2019-12-31,,,,,0,64.16680350023137,149.7202030723533,2.3485714285714288,1.0,7.0,0.0,0,63589.0,155158.0,1.0,2.0,28.97888888888889,1.0,9.0,wfp_only_predictor_interpolation,1,0,pre_war,-0.7505236153606704,-2.579187541982651,1.3777413885106193,-0.627415965409547,-0.6448464335605621,19.24,False,False,True,False,1,stable
Western Equatoria,70916.0,175482.0,2020-03-01,R8,2.0,2.0,1.0,1.0,1.0,2346.7419354838707,14.794516129032258,2.0,21.0,,29.6758435538572,,,997821.2487983624,861331.0,162388.0,10155.0,0.0,0.1885314704799897,0.0117898926196781,0.0,2020-02-01,2020-04-30,,,,,0,71.07084569044947,175.86516644271325,14.794516129032258,2.0,21.0,0.0,0,64027.0,149394.0,1.0,1.0,2.3485714285714288,1.0,7.0,wfp_only_predictor_interpolation,1,0,pre_war,-0.7505236153606704,-2.015396169676384,-1.2157424473281737,-0.627415965409547,-1.1522695494436936,0.0,False,False,False,False,0,stable
Western Equatoria,58408.0,202091.0,2020-12-01,R10,3.0,2.0,3.0,3.0,2.0,,,,,,29.6758435538572,,,997821.2487983624,914326.0,80000.0,2000.0,0.0,0.0874961447011241,0.0021874036175281,0.0,2020-12-01,2021-03-31,,,,,0,58.53553436583807,202.5322674210139,12.489950669485552,2.0,25.0,0.0,0,68624.0,184284.0,3.0,1.0,10.922325581395349,2.0,27.0,wfp_only_predictor_interpolation,1,0,pre_war,-0.5555422225040838,-2.678161629466691,-0.38075830412601874,-0.627415965409547,-1.0604695303765852,3.48,False,False,False,False,0,stable
Western Equatoria,85305.0,,2023-04-01,R14,9.0,15.0,5.0,3.0,2.0,14390.132857142857,17.160476190476192,2.0,19.0,,2.38280434813754,,,997821.2487983624,968956.0,380099.0,73953.0,0.0,0.3922768422921164,0.0763223510665087,0.0,2023-04-01,2023-07-31,2022-11-30,111403.0,,122.0,1,85.49126419459348,,17.160476190476192,2.0,19.0,111403.0,1,215856.0,236435.0,4.0,2.0,4.5543589743589745,2.0,26.0,wfp_only_predictor_interpolation,1,1,post_war,-0.4580515260757905,-0.6788795207890335,-1.0009243418429856,1.5685399135238678,-0.14232886879598544,38.29,False,False,False,True,1,structural
Western Equatoria,105650.0,,2024-09-01,R15,3.0,2.0,3.0,2.0,3.0,16313.1141025641,5.351282051282051,2.0,26.0,,91.4408220769046,,,997821.2487983624,996180.0,219000.0,28000.0,0.0,0.2198397879901222,0.0281073701539882,0.0,2024-09-01,2024-11-30,2022-11-30,111403.0,,641.0,1,105.8806876755032,,5.351282051282051,2.0,26.0,111403.0,1,85305.0,,9.0,15.0,17.160476190476192,2.0,19.0,wfp_only_predictor_interpolation,1,1,post_war,0.029401956065675815,-1.8100217494930984,0.22676516209954029,1.5685399135238678,0.003671320548996382,43.83,True,False,True,False,3,compound
